,date,p_SP500,p_APL,year,month
0,1997-12-29,953.349976,0.46875,1997,12
1,1997-12-30,970.840027,0.470982,1997,12
2,1997-12-31,970.429993,0.46875,1997,12
3,1998-01-02,975.039978,0.580357,1998,1
4,1998-01-05,977.070007,0.566964,1998,1
5,1998-01-06,966.580017,0.676339,1998,1
6,1998-01-07,964.0,0.625,1998,1
7,1998-01-08,956.049988,0.649554,1998,1
8,1998-01-09,927.690002,0.649554,1998,1
9,1998-01-12,939.210022,0.651786,1998,1
10,1998-01-13,952.119995,0.696429,1998,1
11,1998-01-14,957.940002,0.705357,1998,1
12,1998-01-15,950.72998,0.685268,1998,1
13,1998-01-16,961.51001,0.671875,1998,1
14,1998-01-20,978.599976,0.680804,1998,1
15,1998-01-21,970.809998,0.675223,1998,1
16,1998-01-22,963.039978,0.6875,1998,1
17,1998-01-23,957.590027,0.696429,1998,1
18,1998-01-26,956.950012,0.694196,1998,1
19,1998-01-27,969.02002,0.683036,1998,1
20,1998-01-28,977.460022,0.685268,1998,1
21,1998-01-29,985.48999,0.660714,1998,1
22,1998-01-30,980.280029,0.654018,1998,1
23,1998-02-02,1001.27002,0.631696,1998,2
24,1998-02-03,1006.0,0.654018,1998,2
25,1998-02-04,1006.900024,0.651786,1998,2
26,1998-02-05,1003.539978,0.654018,1998,2
27,1998-02-06,1012.460022,0.660714,1998,2
28,1998-02-09,1010.73999,0.685268,1998,2
29,1998-02-10,1019.01001,0.694196,1998,2
30,1998-02-11,1020.01001,0.678571,1998,2
31,1998-02-12,1024.140015,0.691964,1998,2
32,1998-02-13,1020.090027,0.696429,1998,2
33,1998-02-17,1022.76001,0.700893,1998,2
34,1998-02-18,1032.079956,0.734375,1998,2
35,1998-02-19,1028.280029,0.729911,1998,2
36,1998-02-20,1034.209961,0.714286,1998,2
37,1998-02-23,1038.140015,0.758929,1998,2
38,1998-02-24,1030.560059,0.761161,1998,2
39,1998-02-25,1042.900024,0.796875,1998,2
40,1998-02-26,1048.670044,0.839286,1998,2
41,1998-02-27,1049.339966,0.84375,1998,2
42,1998-03-02,1047.699951,0.8125,1998,3
43,1998-03-03,1052.02002,0.825893,1998,3
44,1998-03-04,1047.329956,0.872768,1998,3
45,1998-03-05,1035.050049,0.859375,1998,3
46,1998-03-06,1055.689941,0.872768,1998,3
47,1998-03-09,1052.310059,0.8125,1998,3
48,1998-03-10,1064.25,0.859375,1998,3
49,1998-03-11,1068.469971,0.933036,1998,3
50,1998-03-12,1069.920044,0.964286,1998,3
51,1998-03-13,1068.609985,0.96875,1998,3
52,1998-03-16,1079.27002,0.953125,1998,3
53,1998-03-17,1080.449951,0.940848,1998,3
54,1998-03-18,1085.52002,0.962054,1998,3
55,1998-03-19,1089.73999,0.955357,1998,3
56,1998-03-20,1099.160034,0.941964,1998,3
57,1998-03-23,1095.550049,0.933036,1998,3
58,1998-03-24,1105.650024,1.0,1998,3
59,1998-03-25,1101.930054,0.969866,1998,3
60,1998-03-26,1100.800049,0.948661,1998,3
61,1998-03-27,1095.439941,0.962054,1998,3
62,1998-03-30,1093.599976,0.979911,1998,3
63,1998-03-31,1101.75,0.982143,1998,3
64,1998-04-01,1108.150024,0.982143,1998,4
65,1998-04-02,1120.01001,0.975446,1998,4
66,1998-04-03,1122.699951,0.966518,1998,4
67,1998-04-06,1121.380005,0.9375,1998,4
68,1998-04-07,1109.550049,0.910714,1998,4
69,1998-04-08,1101.650024,0.892857,1998,4
70,1998-04-09,1110.670044,0.915179,1998,4
71,1998-04-13,1109.689941,0.944196,1998,4
72,1998-04-14,1115.75,0.962054,1998,4
73,1998-04-15,1119.319946,0.979911,1998,4
74,1998-04-16,1108.170044,1.022321,1998,4
75,1998-04-17,1122.719971,0.997768,1998,4
76,1998-04-20,1123.650024,1.035714,1998,4
77,1998-04-21,1126.670044,1.035714,1998,4
78,1998-04-22,1130.540039,0.982143,1998,4
79,1998-04-23,1119.579956,0.988839,1998,4
80,1998-04-24,1107.900024,0.997768,1998,4
81,1998-04-27,1086.540039,0.991071,1998,4
82,1998-04-28,1085.109985,0.962054,1998,4
83,1998-04-29,1094.619995,0.964286,1998,4
84,1998-04-30,1111.75,0.977679,1998,4
85,1998-05-01,1121.0,1.0,1998,5
86,1998-05-04,1122.069946,1.037946,1998,5
87,1998-05-05,1115.5,1.060268,1998,5
88,1998-05-06,1104.920044,1.082589,1998,5
89,1998-05-07,1095.140015,1.078125,1998,5
90,1998-05-08,1108.140015,1.087054,1998,5
91,1998-05-11,1106.640015,1.104911,1998,5
92,1998-05-12,1115.790039,1.075893,1998,5
93,1998-05-13,1118.859985,1.087054,1998,5
94,1998-05-14,1117.369995,1.073661,1998,5
95,1998-05-15,1108.72998,1.055804,1998,5
96,1998-05-18,1105.819946,1.017857,1998,5
97,1998-05-19,1109.52002,1.049107,1998,5
98,1998-05-20,1119.060059,1.055804,1998,5
99,1998-05-21,1114.640015,1.03125,1998,5
100,1998-05-22,1110.469971,0.995536,1998,5
101,1998-05-26,1094.02002,0.953125,1998,5
102,1998-05-27,1092.22998,0.955357,1998,5
103,1998-05-28,1097.599976,0.979911,1998,5
104,1998-05-29,1090.819946,0.950893,1998,5
105,1998-06-01,1090.97998,0.9375,1998,6
106,1998-06-02,1093.219971,0.959821,1998,6
107,1998-06-03,1082.72998,0.939732,1998,6
108,1998-06-04,1094.829956,0.957589,1998,6
109,1998-06-05,1113.859985,0.959821,1998,6
110,1998-06-08,1115.719971,0.973214,1998,6
111,1998-06-09,1118.410034,1.008929,1998,6
112,1998-06-10,1112.280029,1.002232,1998,6
113,1998-06-11,1094.579956,0.993304,1998,6
114,1998-06-12,1098.839966,1.004464,1998,6
115,1998-06-15,1077.01001,0.982143,1998,6
116,1998-06-16,1087.589966,1.0,1998,6
117,1998-06-17,1107.109985,1.004464,1998,6
118,1998-06-18,1106.369995,0.975446,1998,6
119,1998-06-19,1100.650024,0.966518,1998,6
120,1998-06-22,1103.209961,0.977679,1998,6
121,1998-06-23,1119.48999,0.993304,1998,6
122,1998-06-24,1132.880005,1.008929,1998,6
123,1998-06-25,1129.280029,1.020089,1998,6
124,1998-06-26,1133.199951,1.006696,1998,6
125,1998-06-29,1138.48999,1.024554,1998,6
126,1998-06-30,1133.839966,1.024554,1998,6
127,1998-07-01,1148.560059,1.069196,1998,7
128,1998-07-02,1146.420044,1.035714,1998,7
129,1998-07-06,1157.329956,1.084821,1998,7
130,1998-07-07,1154.660034,1.089286,1998,7
131,1998-07-08,1166.380005,1.162946,1998,7
132,1998-07-09,1158.560059,1.131696,1998,7
133,1998-07-10,1164.329956,1.145089,1998,7
134,1998-07-13,1165.189941,1.212054,1998,7
135,1998-07-14,1177.579956,1.194196,1998,7
136,1998-07-15,1174.810059,1.229911,1998,7
137,1998-07-16,1183.98999,1.339286,1998,7
138,1998-07-17,1186.75,1.316964,1998,7
139,1998-07-20,1184.099976,1.294643,1998,7
140,1998-07-21,1165.069946,1.272321,1998,7
141,1998-07-22,1164.079956,1.25,1998,7
142,1998-07-23,1139.75,1.247768,1998,7
143,1998-07-24,1140.800049,1.238839,1998,7
144,1998-07-27,1147.27002,1.229911,1998,7
145,1998-07-28,1130.23999,1.200893,1998,7
146,1998-07-29,1125.209961,1.254464,1998,7
147,1998-07-30,1142.949951,1.303571,1998,7
148,1998-07-31,1120.670044,1.236607,1998,7
149,1998-08-03,1112.439941,1.254464,1998,8
150,1998-08-04,1072.119995,1.220982,1998,8
151,1998-08-05,1081.430054,1.285714,1998,8
152,1998-08-06,1089.630005,1.316964,1998,8
153,1998-08-07,1089.449951,1.303571,1998,8
154,1998-08-10,1083.140015,1.354911,1998,8
155,1998-08-11,1068.97998,1.392857,1998,8
156,1998-08-12,1084.219971,1.430804,1998,8
157,1998-08-13,1074.910034,1.408482,1998,8
158,1998-08-14,1062.75,1.446429,1998,8
159,1998-08-17,1083.670044,1.497768,1998,8
160,1998-08-18,1101.199951,1.520089,1998,8
161,1998-08-19,1098.060059,1.464286,1998,8
162,1998-08-20,1091.599976,1.450893,1998,8
163,1998-08-21,1081.23999,1.535714,1998,8
164,1998-08-24,1088.140015,1.470982,1998,8
165,1998-08-25,1092.849976,1.457589,1998,8
166,1998-08-26,1084.189941,1.441964,1998,8
167,1998-08-27,1042.589966,1.339286,1998,8
168,1998-08-28,1027.140015,1.220982,1998,8
169,1998-08-31,957.280029,1.113839,1998,8
170,1998-09-01,994.26001,1.21875,1998,9
171,1998-09-02,990.47998,1.270089,1998,9
172,1998-09-03,982.26001,1.236607,1998,9
173,1998-09-04,973.890015,1.254464,1998,9
174,1998-09-08,1023.460022,1.366071,1998,9
175,1998-09-09,1006.200012,1.334821,1998,9
176,1998-09-10,980.190002,1.361607,1998,9
177,1998-09-11,1009.059998,1.34375,1998,9
178,1998-09-14,1029.719971,1.328125,1998,9
179,1998-09-15,1037.680054,1.363839,1998,9
180,1998-09-16,1045.47998,1.332589,1998,9
181,1998-09-17,1018.869995,1.285714,1998,9
182,1998-09-18,1020.090027,1.3125,1998,9
183,1998-09-21,1023.890015,1.319196,1998,9
184,1998-09-22,1029.630005,1.321429,1998,9
185,1998-09-23,1066.089966,1.368304,1998,9
186,1998-09-24,1042.719971,1.375,1998,9
187,1998-09-25,1044.75,1.383929,1998,9
188,1998-09-28,1048.689941,1.395089,1998,9
189,1998-09-29,1049.02002,1.410714,1998,9
190,1998-09-30,1017.01001,1.361607,1998,9
191,1998-10-01,986.390015,1.274554,1998,10
192,1998-10-02,1002.599976,1.252232,1998,10
193,1998-10-05,988.559998,1.149554,1998,10
194,1998-10-06,984.590027,1.162946,1998,10
195,1998-10-07,970.679993,1.140625,1998,10
196,1998-10-08,959.440002,1.100446,1998,10
197,1998-10-09,984.390015,1.254464,1998,10
198,1998-10-12,997.710022,1.337054,1998,10
199,1998-10-13,994.799988,1.383929,1998,10
200,1998-10-14,1005.530029,1.334821,1998,10
201,1998-10-15,1047.48999,1.308036,1998,10
202,1998-10-16,1056.420044,1.310268,1998,10
203,1998-10-19,1062.390015,1.339286,1998,10
204,1998-10-20,1063.930054,1.287946,1998,10
205,1998-10-21,1069.920044,1.325893,1998,10
206,1998-10-22,1078.47998,1.3125,1998,10
207,1998-10-23,1070.670044,1.267857,1998,10
208,1998-10-26,1072.319946,1.337054,1998,10
209,1998-10-27,1065.339966,1.258929,1998,10
210,1998-10-28,1068.089966,1.314732,1998,10
211,1998-10-29,1085.930054,1.301339,1998,10
212,1998-10-30,1098.670044,1.325893,1998,10
213,1998-11-02,1111.599976,1.34375,1998,11
214,1998-11-03,1110.839966,1.350446,1998,11
215,1998-11-04,1118.670044,1.381696,1998,11
216,1998-11-05,1133.849976,1.363839,1998,11
217,1998-11-06,1141.01001,1.359375,1998,11
218,1998-11-09,1130.199951,1.308036,1998,11
219,1998-11-10,1128.26001,1.254464,1998,11
220,1998-11-11,1120.969971,1.198661,1998,11
221,1998-11-12,1117.689941,1.214286,1998,11
222,1998-11-13,1125.719971,1.274554,1998,11
223,1998-11-16,1135.869995,1.285714,1998,11
224,1998-11-17,1139.319946,1.243304,1998,11
225,1998-11-18,1144.47998,1.265625,1998,11
226,1998-11-19,1152.609985,1.276786,1998,11
227,1998-11-20,1163.550049,1.261161,1998,11
228,1998-11-23,1188.209961,1.294643,1998,11
229,1998-11-24,1182.98999,1.283482,1998,11
230,1998-11-25,1186.869995,1.254464,1998,11
231,1998-11-27,1192.329956,1.252232,1998,11
232,1998-11-30,1163.630005,1.140625,1998,11
233,1998-12-01,1175.280029,1.21875,1998,12
234,1998-12-02,1171.25,1.285714,1998,12
235,1998-12-03,1150.140015,1.203125,1998,12
236,1998-12-04,1176.73999,1.169643,1998,12
237,1998-12-07,1187.699951,1.205357,1998,12
238,1998-12-08,1181.380005,1.145089,1998,12
239,1998-12-09,1183.48999,1.142857,1998,12
240,1998-12-10,1165.02002,1.142857,1998,12
241,1998-12-11,1166.459961,1.205357,1998,12
242,1998-12-14,1141.199951,1.160714,1998,12
243,1998-12-15,1162.829956,1.198661,1998,12
244,1998-12-16,1161.939941,1.171875,1998,12
245,1998-12-17,1179.97998,1.194196,1998,12
246,1998-12-18,1188.030029,1.256696,1998,12
247,1998-12-21,1202.839966,1.252232,1998,12
248,1998-12-22,1203.569946,1.357143,1998,12
249,1998-12-23,1228.540039,1.421875,1998,12
250,1998-12-24,1226.27002,1.401786,1998,12
251,1998-12-28,1225.48999,1.459821,1998,12
252,1998-12-29,1241.810059,1.457589,1998,12
253,1998-12-30,1231.930054,1.430804,1998,12
254,1998-12-31,1229.22998,1.462054,1998,12
255,1999-01-04,1228.099976,1.473214,1999,1
256,1999-01-05,1244.780029,1.546875,1999,1
257,1999-01-06,1272.339966,1.491071,1999,1
258,1999-01-07,1269.72998,1.607143,1999,1
259,1999-01-08,1275.089966,1.607143,1999,1
260,1999-01-11,1263.880005,1.638393,1999,1
261,1999-01-12,1239.51001,1.647321,1999,1
262,1999-01-13,1234.400024,1.660714,1999,1
263,1999-01-14,1212.189941,1.477679,1999,1
264,1999-01-15,1243.26001,1.475446,1999,1
265,1999-01-19,1252.0,1.459821,1999,1
266,1999-01-20,1256.619995,1.448661,1999,1
267,1999-01-21,1235.160034,1.386161,1999,1
268,1999-01-22,1225.189941,1.383929,1999,1
269,1999-01-25,1233.97998,1.40625,1999,1
270,1999-01-26,1252.310059,1.446429,1999,1
271,1999-01-27,1243.170044,1.433036,1999,1
272,1999-01-28,1265.369995,1.459821,1999,1
273,1999-01-29,1279.640015,1.470982,1999,1
274,1999-02-01,1273.0,1.462054,1999,2
275,1999-02-02,1261.98999,1.399554,1999,2
276,1999-02-03,1272.069946,1.435268,1999,2
277,1999-02-04,1248.48999,1.352679,1999,2
278,1999-02-05,1239.400024,1.296875,1999,2
279,1999-02-08,1243.77002,1.348214,1999,2
280,1999-02-09,1216.140015,1.328125,1999,2
281,1999-02-10,1223.550049,1.368304,1999,2
282,1999-02-11,1254.040039,1.415179,1999,2
283,1999-02-12,1230.130005,1.345982,1999,2
284,1999-02-16,1241.869995,1.368304,1999,2
285,1999-02-17,1224.030029,1.321429,1999,2
286,1999-02-18,1237.280029,1.285714,1999,2
287,1999-02-19,1239.219971,1.328125,1999,2
288,1999-02-22,1272.140015,1.372768,1999,2
289,1999-02-23,1271.180054,1.372768,1999,2
290,1999-02-24,1253.410034,1.337054,1999,2
291,1999-02-25,1245.02002,1.319196,1999,2
292,1999-02-26,1238.329956,1.243304,1999,2
293,1999-03-01,1236.160034,1.205357,1999,3
294,1999-03-02,1225.5,1.236607,1999,3
295,1999-03-03,1227.699951,1.220982,1999,3
296,1999-03-04,1246.640015,1.194196,1999,3
297,1999-03-05,1275.469971,1.185268,1999,3
298,1999-03-08,1282.72998,1.227679,1999,3
299,1999-03-09,1279.839966,1.21875,1999,3
300,1999-03-10,1286.839966,1.162946,1999,3
301,1999-03-11,1297.680054,1.149554,1999,3
302,1999-03-12,1294.589966,1.185268,1999,3
303,1999-03-15,1307.26001,1.216518,1999,3
304,1999-03-16,1306.380005,1.267857,1999,3
305,1999-03-17,1297.819946,1.216518,1999,3
306,1999-03-18,1316.550049,1.267857,1999,3
307,1999-03-19,1299.290039,1.196429,1999,3
308,1999-03-22,1297.01001,1.252232,1999,3
309,1999-03-23,1262.140015,1.178571,1999,3
310,1999-03-24,1268.589966,1.203125,1999,3
311,1999-03-25,1289.98999,1.207589,1999,3
312,1999-03-26,1282.800049,1.1875,1999,3
313,1999-03-29,1310.170044,1.263393,1999,3
314,1999-03-30,1300.75,1.28125,1999,3
315,1999-03-31,1286.369995,1.283482,1999,3
316,1999-04-01,1293.719971,1.287946,1999,4
317,1999-04-05,1321.119995,1.323661,1999,4
318,1999-04-06,1317.890015,1.357143,1999,4
319,1999-04-07,1326.890015,1.325893,1999,4
320,1999-04-08,1343.97998,1.316964,1999,4
321,1999-04-09,1348.349976,1.3125,1999,4
322,1999-04-12,1358.630005,1.294643,1999,4
323,1999-04-13,1349.819946,1.236607,1999,4
324,1999-04-14,1328.439941,1.268973,1999,4
325,1999-04-15,1322.849976,1.276786,1999,4
326,1999-04-16,1319.0,1.265625,1999,4
327,1999-04-19,1289.47998,1.209821,1999,4
328,1999-04-20,1306.170044,1.216518,1999,4
329,1999-04-21,1336.119995,1.227679,1999,4
330,1999-04-22,1358.819946,1.299107,1999,4
331,1999-04-23,1356.849976,1.399554,1999,4
332,1999-04-26,1360.040039,1.462054,1999,4
333,1999-04-27,1362.800049,1.633929,1999,4
334,1999-04-28,1350.910034,1.573661,1999,4
335,1999-04-29,1342.829956,1.535714,1999,4
336,1999-04-30,1335.180054,1.642857,1999,4
337,1999-05-03,1354.630005,1.770089,1999,5
338,1999-05-04,1332.0,1.660714,1999,5
339,1999-05-05,1347.310059,1.678571,1999,5
340,1999-05-06,1332.050049,1.589286,1999,5
341,1999-05-07,1345.0,1.638393,1999,5
342,1999-05-10,1340.300049,1.616071,1999,5
343,1999-05-11,1355.609985,1.598214,1999,5
344,1999-05-12,1364.0,1.660714,1999,5
345,1999-05-13,1367.560059,1.649554,1999,5
346,1999-05-14,1337.800049,1.584821,1999,5
347,1999-05-17,1339.48999,1.584821,1999,5
348,1999-05-18,1333.319946,1.616071,1999,5
349,1999-05-19,1344.22998,1.613839,1999,5
350,1999-05-20,1338.829956,1.517857,1999,5
351,1999-05-21,1330.290039,1.569196,1999,5
352,1999-05-24,1306.650024,1.497768,1999,5
353,1999-05-25,1284.400024,1.482143,1999,5
354,1999-05-26,1304.76001,1.573661,1999,5
355,1999-05-27,1281.410034,1.553571,1999,5
356,1999-05-28,1301.839966,1.573661,1999,5
357,1999-06-01,1294.26001,1.600446,1999,6
358,1999-06-02,1294.810059,1.662946,1999,6
359,1999-06-03,1299.540039,1.694196,1999,6
360,1999-06-04,1327.75,1.71875,1999,6
361,1999-06-07,1334.52002,1.747768,1999,6
362,1999-06-08,1317.329956,1.703125,1999,6
363,1999-06-09,1318.640015,1.729911,1999,6
364,1999-06-10,1302.819946,1.71875,1999,6
365,1999-06-11,1293.640015,1.658482,1999,6
366,1999-06-14,1294.0,1.622768,1999,6
367,1999-06-15,1301.160034,1.645089,1999,6
368,1999-06-16,1330.410034,1.712054,1999,6
369,1999-06-17,1339.900024,1.65625,1999,6
370,1999-06-18,1342.839966,1.683036,1999,6
371,1999-06-21,1349.0,1.660714,1999,6
372,1999-06-22,1335.880005,1.620536,1999,6
373,1999-06-23,1333.060059,1.560268,1999,6
374,1999-06-24,1315.780029,1.511161,1999,6
375,1999-06-25,1315.310059,1.506696,1999,6
376,1999-06-28,1331.349976,1.520089,1999,6
377,1999-06-29,1351.449951,1.620536,1999,6
378,1999-06-30,1372.709961,1.654018,1999,6
379,1999-07-01,1380.959961,1.618304,1999,7
380,1999-07-02,1391.219971,1.654018,1999,7
381,1999-07-06,1388.119995,1.691964,1999,7
382,1999-07-07,1395.859985,1.78125,1999,7
383,1999-07-08,1394.420044,1.946429,1999,7
384,1999-07-09,1403.280029,1.986607,1999,7
385,1999-07-12,1399.099976,1.946429,1999,7
386,1999-07-13,1393.560059,1.917411,1999,7
387,1999-07-14,1398.170044,1.997768,1999,7
388,1999-07-15,1409.619995,1.901786,1999,7
389,1999-07-16,1418.780029,1.895089,1999,7
390,1999-07-19,1407.650024,1.944196,1999,7
391,1999-07-20,1377.099976,1.888393,1999,7
392,1999-07-21,1379.290039,1.930804,1999,7
393,1999-07-22,1360.969971,1.870536,1999,7
394,1999-07-23,1356.939941,1.904018,1999,7
395,1999-07-26,1347.76001,1.819196,1999,7
396,1999-07-27,1362.839966,1.917411,1999,7
397,1999-07-28,1365.400024,1.941964,1999,7
398,1999-07-29,1341.030029,1.924107,1999,7
399,1999-07-30,1328.719971,1.988839,1999,7
400,1999-08-02,1328.050049,1.991071,1999,8
401,1999-08-03,1322.180054,1.973214,1999,8
402,1999-08-04,1305.329956,1.921875,1999,8
403,1999-08-05,1313.709961,1.955357,1999,8
404,1999-08-06,1300.290039,1.933036,1999,8
405,1999-08-09,1297.800049,1.944196,1999,8
406,1999-08-10,1281.430054,1.977679,1999,8
407,1999-08-11,1301.930054,2.131696,1999,8
408,1999-08-12,1298.160034,2.142857,1999,8
409,1999-08-13,1327.680054,2.145089,1999,8
410,1999-08-16,1330.77002,2.160714,1999,8
411,1999-08-17,1344.160034,2.154018,1999,8
412,1999-08-18,1332.839966,2.147321,1999,8
413,1999-08-19,1323.589966,2.098214,1999,8
414,1999-08-20,1336.609985,2.113839,1999,8
415,1999-08-23,1360.219971,2.169643,1999,8
416,1999-08-24,1363.5,2.15625,1999,8
417,1999-08-25,1381.790039,2.191964,1999,8
418,1999-08-26,1362.01001,2.21875,1999,8
419,1999-08-27,1348.27002,2.3125,1999,8
420,1999-08-30,1324.02002,2.216518,1999,8
421,1999-08-31,1320.410034,2.330357,1999,8
422,1999-09-01,1331.069946,2.450893,1999,9
423,1999-09-02,1319.109985,2.520089,1999,9
424,1999-09-03,1357.23999,2.625,1999,9
425,1999-09-07,1350.449951,2.727679,1999,9
426,1999-09-08,1344.150024,2.660714,1999,9
427,1999-09-09,1347.660034,2.698661,1999,9
428,1999-09-10,1351.660034,2.765625,1999,9
429,1999-09-13,1344.130005,2.678571,1999,9
430,1999-09-14,1336.290039,2.779018,1999,9
431,1999-09-15,1317.969971,2.691964,1999,9
432,1999-09-16,1318.47998,2.743304,1999,9
433,1999-09-17,1335.420044,2.747768,1999,9
434,1999-09-20,1335.530029,2.823661,1999,9
435,1999-09-21,1307.579956,2.473214,1999,9
436,1999-09-22,1310.51001,2.511161,1999,9
437,1999-09-23,1280.410034,2.261161,1999,9
438,1999-09-24,1277.359985,2.319196,1999,9
439,1999-09-27,1283.310059,2.189732,1999,9
440,1999-09-28,1282.199951,2.129464,1999,9
441,1999-09-29,1268.369995,2.109375,1999,9
442,1999-09-30,1282.709961,2.261161,1999,9
443,1999-10-01,1282.810059,2.204241,1999,10
444,1999-10-04,1304.599976,2.305804,1999,10
445,1999-10-05,1301.349976,2.426339,1999,10
446,1999-10-06,1325.400024,2.399554,1999,10
447,1999-10-07,1317.640015,2.370536,1999,10
448,1999-10-08,1336.02002,2.341518,1999,10
449,1999-10-11,1335.209961,2.381696,1999,10
450,1999-10-12,1313.040039,2.417411,1999,10
451,1999-10-13,1285.550049,2.28683,1999,10
452,1999-10-14,1283.420044,2.613839,1999,10
453,1999-10-15,1247.410034,2.662946,1999,10
454,1999-10-18,1254.130005,2.616071,1999,10
455,1999-10-19,1261.319946,2.446429,1999,10
456,1999-10-20,1289.430054,2.683036,1999,10
457,1999-10-21,1283.609985,2.71875,1999,10
458,1999-10-22,1301.650024,2.640625,1999,10
459,1999-10-25,1293.630005,2.660714,1999,10
460,1999-10-26,1281.910034,2.680804,1999,10
461,1999-10-27,1296.709961,2.727679,1999,10
462,1999-10-28,1342.439941,2.78125,1999,10
463,1999-10-29,1362.930054,2.861607,1999,10
464,1999-11-01,1354.119995,2.772321,1999,11
465,1999-11-02,1347.73999,2.866071,1999,11
466,1999-11-03,1354.930054,2.910714,1999,11
467,1999-11-04,1362.640015,2.986607,1999,11
468,1999-11-05,1370.22998,3.154018,1999,11
469,1999-11-08,1377.01001,3.441964,1999,11
470,1999-11-09,1365.280029,3.200893,1999,11
471,1999-11-10,1373.459961,3.265625,1999,11
472,1999-11-11,1381.459961,3.294643,1999,11
473,1999-11-12,1396.060059,3.236607,1999,11
474,1999-11-15,1394.390015,3.194196,1999,11
475,1999-11-16,1420.069946,3.256696,1999,11
476,1999-11-17,1410.709961,3.223214,1999,11
477,1999-11-18,1424.939941,3.200893,1999,11
478,1999-11-19,1422.0,3.301339,1999,11
479,1999-11-22,1420.939941,3.236607,1999,11
480,1999-11-23,1404.640015,3.314732,1999,11
481,1999-11-24,1417.079956,3.381696,1999,11
482,1999-11-26,1416.619995,3.395089,1999,11
483,1999-11-29,1407.829956,3.377232,1999,11
484,1999-11-30,1388.910034,3.495536,1999,11
485,1999-12-01,1397.719971,3.680804,1999,12
486,1999-12-02,1409.040039,3.935268,1999,12
487,1999-12-03,1433.300049,4.107143,1999,12
488,1999-12-06,1423.329956,4.142857,1999,12
489,1999-12-07,1409.170044,4.207589,1999,12
490,1999-12-08,1403.880005,3.930804,1999,12
491,1999-12-09,1408.109985,3.758929,1999,12
492,1999-12-10,1417.040039,3.678571,1999,12
493,1999-12-13,1415.219971,3.535714,1999,12
494,1999-12-14,1403.170044,3.388393,1999,12
495,1999-12-15,1413.329956,3.464286,1999,12
496,1999-12-16,1418.780029,3.511161,1999,12
497,1999-12-17,1421.030029,3.571429,1999,12
498,1999-12-20,1418.089966,3.5,1999,12
499,1999-12-21,1433.430054,3.660714,1999,12
500,1999-12-22,1436.130005,3.569196,1999,12
501,1999-12-23,1458.339966,3.696429,1999,12
502,1999-12-27,1457.099976,3.546875,1999,12
503,1999-12-28,1457.660034,3.506696,1999,12
504,1999-12-29,1463.459961,3.595982,1999,12
505,1999-12-30,1464.469971,3.582589,1999,12
506,1999-12-31,1469.25,3.671875,1999,12
507,2000-01-03,1455.219971,3.997768,2000,1
508,2000-01-04,1399.420044,3.660714,2000,1
509,2000-01-05,1402.109985,3.714286,2000,1
510,2000-01-06,1403.449951,3.392857,2000,1
511,2000-01-07,1441.469971,3.553571,2000,1
512,2000-01-10,1457.599976,3.491071,2000,1
513,2000-01-11,1438.560059,3.3125,2000,1
514,2000-01-12,1432.25,3.113839,2000,1
515,2000-01-13,1449.680054,3.455357,2000,1
516,2000-01-14,1465.150024,3.587054,2000,1
517,2000-01-18,1455.140015,3.712054,2000,1
518,2000-01-19,1455.900024,3.805804,2000,1
519,2000-01-20,1445.569946,4.053571,2000,1
520,2000-01-21,1441.359985,3.975446,2000,1
521,2000-01-24,1401.530029,3.794643,2000,1
522,2000-01-25,1410.030029,4.008929,2000,1
523,2000-01-26,1404.089966,3.935268,2000,1
524,2000-01-27,1398.560059,3.928571,2000,1
525,2000-01-28,1360.160034,3.629464,2000,1
526,2000-01-31,1394.459961,3.705357,2000,1
527,2000-02-01,1409.280029,3.580357,2000,2
528,2000-02-02,1409.119995,3.529018,2000,2
529,2000-02-03,1424.969971,3.689732,2000,2
530,2000-02-04,1424.369995,3.857143,2000,2
531,2000-02-07,1424.23999,4.073661,2000,2
532,2000-02-08,1441.719971,4.102679,2000,2
533,2000-02-09,1411.709961,4.022321,2000,2
534,2000-02-10,1416.829956,4.053571,2000,2
535,2000-02-11,1387.119995,3.883929,2000,2
536,2000-02-14,1389.939941,4.136161,2000,2
537,2000-02-15,1402.050049,4.25,2000,2
538,2000-02-16,1387.670044,4.075893,2000,2
539,2000-02-17,1388.26001,4.102679,2000,2
540,2000-02-18,1346.089966,3.973214,2000,2
541,2000-02-22,1352.170044,4.064732,2000,2
542,2000-02-23,1360.689941,4.151786,2000,2
543,2000-02-24,1353.430054,4.114398,2000,2
544,2000-02-25,1333.359985,3.941964,2000,2
545,2000-02-28,1348.050049,4.044643,2000,2
546,2000-02-29,1366.420044,4.09375,2000,2
547,2000-03-01,1379.189941,4.654018,2000,3
548,2000-03-02,1381.76001,4.357143,2000,3
549,2000-03-03,1409.170044,4.571429,2000,3
550,2000-03-06,1391.280029,4.488839,2000,3
551,2000-03-07,1355.619995,4.388393,2000,3
552,2000-03-08,1366.699951,4.357143,2000,3
553,2000-03-09,1401.689941,4.366071,2000,3
554,2000-03-10,1395.069946,4.491071,2000,3
555,2000-03-13,1383.619995,4.332589,2000,3
556,2000-03-14,1359.150024,4.080357,2000,3
557,2000-03-15,1392.140015,4.151786,2000,3
558,2000-03-16,1458.469971,4.341518,2000,3
559,2000-03-17,1464.469971,4.464286,2000,3
560,2000-03-20,1456.630005,4.392857,2000,3
561,2000-03-21,1493.869995,4.819196,2000,3
